id|text|author|statement_date|registration_date|main_article_title|main_article_text|main_article_url|topic_id|sub_topics|fact_checker_accuracy|publication_date
114|Νότης Μηταράκης: «Αποχαιρετούμε το 2021, τη χρονιά με τις χαμηλότερες μεταναστευτικές ροές από την έναρξη της κρίσης»|Νότης Μηταράκης, Υπουργός Μετανάστευσης και Ασύλου - Βουλευτής ΝΔ |2021-12-31 22:00:00|2022-02-16 18:26:00|Νότης Μηταράκης: Το 2021ήταν το έτος με τις χαμηλότερες μεταναστευτικές ροές|Ο υπουργός Μετανάστευσης και Ασύλου Νότης Μηταράκης κλείνοντας επίσημα το 2021 ανάρτησε δημόσια έναν πίνακα με τις μεταναστευτικές ροές από το 2015 μέχρι το τέλος του έτους που μόλις πριν λίγα λεπτά αποχωριστήκαμε. Σύμφωνα με τα στοιχεία που παρέθεσε ο υπουργός, οι αφίξεις το 2015 ήταν 874.735, το 2016 μειώθηκαν στις 181.048, το 2017 ήταν 33.853, το 2018 είχαν αυξητική τάση στις 45.828, ακολούθησε νέα άνοδος το 2019 στις 72.422, ωστόσο τα δυο τελευταία χρόνια παρατηρήθηκε αισθητή μείωση: το 2020 στις 14.848 και φέτος στις 8.616. |https://sputniknews.gr/20220101/notis-mitarakis-to-2021itan-to-etos-me-tis-hamiloteres-metanasteytikes-roes-22026987.html|1|"{Αφίξεις,'"Μεταναστευτικές ροές'"}"|3|2021-12-31 22:00:00
103|Konstantinos Moutzouris expressed certainty the camps would not be built|Konstantinos Moutzouris, Local Governor of the Northern Aegean|2021-03-28 23:00:00|2022-03-01 18:13:00|EU commissioner gets cold shoulder promoting migrant camps in Greece|"But during her appearance on the island of Lesbos on Monday, Johansson was met by hundreds of angry local residents, who gathered outside the building where she was set to meet with mayors, North Aegean Regional Governor Kostas Moutzouris and Greek Migration Minister Notis Mitarachi.

The protesters held banners proclaiming, “no to structures on the island.” And they chanted: “Neither in Lesvos, nor anywhere, we will not turn Greek islands into prisons.”

Around noon, Moutzouris came out of the regional authorities’ building to wave to the crowd, and announce that he had called off the meeting. He expressed certainty the camps would not be built. It was a big applause line."|https://www.politico.eu/article/eu-commissioner-ylva-johansson-greece-migrant-camps/|1|"{'"νέες δομές'"}"|1|2021-03-28 23:00:00
79|«το πρώτο τρίμηνο του 2021 έφτασαν στα ελληνικά νησιά 798 μετανάστες, ενώ ο αριθμός την αντίστοιχη περίοδο του 2020 ήταν 7.328»|Νότης Μηταράκης, Υπουργός Μετανάστευσης και Ασύλου|2021-04-02 23:00:00|2022-05-10 17:24:00|Μηταράκης στον ΘΕΜΑ 104,6: Η προσπάθεια της Τουρκίας για κλιμάκωση απέτυχε - «Ήταν οργανωμένο σχέδιο»|Μιλώντας για το μεταναστευτικό γενικότερα, και την κατάσταση που επικρατεί στη χώρα μας, σχολίασε: «Έχουμε ανακτήσει τον έλεγχο του μεταναστευτικού, η πίεση που βιώνουμε στα χερσαία και θαλάσσια σύνορα είναι περιορισμένη» και υπογράμμισε: «το πρώτο τρίμηνο του 2021 έφτασαν στα ελληνικά νησιά 798 μετανάστες ενώ ο αριθμός την αντίστοιχη περίοδο του 2020 ήταν 7.328».|https://www.protothema.gr/politics/article/1111130/mitarakis-ston-thema-1046i-prospatheia-tis-tourkias-gia-klimakosi-apetuhe-itan-organomeno-shedio/|1|"{'"Νότης Μηταράκης'",Τουρκία,Μεταναστευτικό,Ελληνοτουρκικά}"|3|2021-04-02 23:00:00
167|(...), εντάξαμε τα προγράμματα σεξουαλικής αγωγής στα σχολεία, (...)|Κυριάκος Μητσοτάκης |2023-01-07 22:00:00|2023-06-14 15:26:00|Kyriakos Mitsotakis (προσωπικός λογαριασμός facebook, 8/1/2023)|Ο πρωθυπουργός Κ. Μητσοτάκης κάνοντας απολογισμό των σημαντικότερων, κατά τη γνώμη του, παρεμβάσεων της κυβέρνησης για το 2022 αναφέρθηκε στην ενδοοικογενειακή και έμφυλη βία και στα μέτρα που έχουν ληφθεί για την αντιμετώπιση των φαινομένων. |"https://www.facebook.com/kyriakosmitsotakis/posts/742059787277135
"|2|{}|3|2023-06-05 21:00:00
156|Τραυματισμός φωτορεπόρτερ από κρότου λάμψης στη διαμαρτυρία για τα Τέμπη|The Press Project |2023-03-06 22:00:00|2023-03-29 09:31:00|Τραυματισμός φωτορεπόρτερ από κρότου λάμψης στη διαμαρτυρία για τα Τέμπη|""|"https://thepressproject.gr/travmatismos-fotoreporter-apo-krotou-lampsis-sti-diamartyria-gia-ta-tebi/
"|2|{}|3|2023-05-11 21:00:00
173|«Με σειρά νόμων δώσαμε ισχυρή ώθηση στην εισαγωγή ΑΠΕ στο ενεργειακό μας μείγμα» |Κώστας Σκρέκας (Υπουργός Περιβάλλοντος και Ενέργειας και Υποψήφιος Βουλευτής της Νέας Δημοκρατίας)|2023-04-27 21:00:00|2023-10-16 17:53:00|Σημαντική παρουσία του Κώστα Σκρέκα στο 8ο Φόρουμ των Δελφών|"Ο Υπουργός Περιβάλλοντος και Ενέργειας και Υποψήφιος Βουλευτής με τη Νέα Δημοκρατία στο Νομό Τρικάλων, Κώστας Σκρέκας, μίλησε την Παρασκευή, 28 Απριλίου, στο διεθνούς φήμης και εμβέλειας Οικονομικό Φόρουμ των Δελφών, όπου συμμετέχουν διακεκριμένοι ομιλητές από 70 χώρες.

Ο κ. Σκρέκας έκανε συνολικό απολογισμό της κυβερνητικής στρατηγικής που θωράκισε την Ελλάδα απέναντι στην πρωτοφανή ενεργειακή κρίση, αλλά και τις κρίσιμες κυβερνητικές αποφάσεις για την μετάβαση της χώρας σε μια εποχή που θα χρησιμοποιούμε καθαρή ενέργεια, με σεβασμό στο Περιβάλλον."|https://www.trikalaenimerosi.gr/blog/%CF%83%CE%B7%CE%BC%CE%B1%CE%BD%CF%84%CE%B9%CE%BA%CE%B7-%CF%80%CE%B1%CF%81%CE%BF%CF%85%CF%83%CE%B9%CE%B1-%CF%84%CE%BF%CF%85-%CE%BA%CF%89%CF%83%CF%84%CE%B1-%CF%83%CE%BA%CF%81%CE%B5%CE%BA%CE%B1-%CF%83%CF%84%CE%BF-8%CE%BF-%CF%86%CE%BF%CF%81%CE%BF%CF%85%CE%BC-%CF%84%CF%89%CE%BD-%CE%B4%CE%B5%CE%BB%CF%86%CF%89%CE%BD|1005|"{'"Ανανεώσιμες Πηγές Ενέργειας'"}"|4|2023-04-28 17:05:00
132|«Ήταν χαρά μου να συναντηθούμε σήμερα, σε ένα τελείως διαφορετικό περιβάλλον σε σχέση με την πρώτη μας συνάντηση τον Ιανουάριο του 2020. Η Ελλάδα ήταν σε θέση να αντιμετωπίσει τον αντίκτυπο της μεταναστευτικής κρίσης κατά τους τελευταίους μήνες, μειώνοντας τις πρωτογενείς ροές προς την ΕΕ [...]». |Νότης Μηταράκης: Υπουργός Μετανάστευσης και Ασύλου |2021-06-08 21:00:00|2022-06-19 20:45:00|Συνάντηση Μηταράκη με την Επίτροπο Εσωτερικών Υποθέσεων και Μετανάστευσης της ΕΕ|Κατ’ ιδίαν συνάντηση, με την Επίτροπο Μετανάστευσης και Ασύλου της ΕΕ, κα. Υlva Johansson πραγματοποίησε σήμερα στις Βρυξέλλες, ο Υπουργός Μετανάστευσης και Ασύλου, κ. Νότης Μηταράκης. Στο επίκεντρο της συζήτησης βρέθηκε η έκθεση προόδου και οι διαπραγματεύσεις για το νέο Ευρωπαϊκό Σύμφωνο για τη Μετανάστευση και το Άσυλο, που ήταν το βασικό αντικείμενο των διαβουλεύσεων, στο Συμβούλιο Εσωτερικών Υποθέσεων, που πραγματοποιήθηκε στο Λουξεμβούργο. |https://www.capital.gr/politiki/3551779/sunantisi-mitaraki-me-tin-epitropo-esoterikon-upotheseon-kai-metanasteusis-tis-ee|1|"{'"Μεταναστευτικές-προσφυγικές ροές'"}"|4|2021-06-08 21:00:00
72|"Ν. Μηταράκης για επαναπροωθήσεις προσφύγων: «Εχουμε απορρίψει κατηγορηματικά αυτούς τους ισχυρισμούς, καθώς τέτοια περιστατικά δεν έχουν σχέση με την πραγματικότητα'""|Νότης Μηταράκης, υπουργός Μετανάστευσης και Ασύλου|2020-08-28 22:34:00|2022-03-05 18:54:00|"Συνέντευξη Υπουργού Μετανάστευσης και Ασύλου, κ. Νότη Μηταράκη, στο “BBC World News”
"|"'"Έχουμε απορρίψει κατηγορηματικά αυτούς τους ισχυρισμούς, καθώς τέτοια περιστατικά δεν έχουν σχέση με την πραγματικότητα. Πιστεύουμε πως αυτό είναι αποτέλεσμα της προπαγάνδας κυκλωμάτων λαθροδιακινητών που χάνουν δεκάδες εκατομμύρια ευρώ'". "|https://migration.gov.gr/synenteyxi-ypoyrgoy-sto-bbc-world-news/|1|{Επαναπροωθήσεις}|2|2020-08-28 22:34:00
157|Κοροναϊός: Η ομάδα αίματος που προστατεύει από νόσηση|in.gr|2023-03-29 21:00:00|2023-03-30 09:16:00|Κοροναϊός: Η ομάδα αίματος που προστατεύει από νόσηση|""|https://www.in.gr/2023/03/30/b-science/koronaios-omada-aimatos-pou-prostateyei-apo-nosisi/|1006|{}|2|2023-03-29 21:00:00
121|ΣΟΚ: Πατέρας σκότωσε τη γυναίκα, τα δύο παιδιά του και αυτοκτόνησε|e-radio.gr|2022-03-01 22:00:00|2022-03-05 21:05:00|ΣΟΚ: Πατέρας σκότωσε τη γυναίκα, τα δύο παιδιά του και αυτοκτόνησε|Η οικογένεια είχε τρία παιδιά και γλίτωσε μόνο το ένα, το οποίο είναι ηλικίας περίπου 10 ετών. Βγήκε από το σπίτι ουρλιάζοντας την ώρα του μακελειού |https://www.e-radio.gr/post/187899/sok-pateras-skotwse-ti-gynaika-ta-dyo-paidia-tou-kai-aytoktonise?fbclid=IwAR1y_zHCzzgeraoH_3P_dT_uA82Im2AImG-P5AEstf2wT3rf94fDCSHoAY8|2|{Ανδραβίδα}|1|2022-03-01 22:00:00
30|Εξιχνιάστηκε από την Ασφάλεια Μυτιλήνης η υπόθεση του «τυφλού» πυροβολισμού εναντίον τεσσάρων μεταναστών το βράδυ της Τετάρτης κοντά στη Μόρια της Λέσβου και συνελήφθη ένας 55χρονος Έλληνας |Συντάκτης/Proto Thema|2020-04-23 23:00:00|2022-04-29 22:30:00|Μόρια: Νόμιζε ότι έκλεβαν τα ζώα του και γι'αυτό πυροβόλησε τους μετανάστες με την καραμπίνα|Εξιχνιάστηκε από την Ασφάλεια Μυτιλήνης η υπόθεση του «τυφλού» πυροβολισμού εναντίον τεσσάρων μεταναστών το βράδυ της Τετάρτης κοντά στη Μόρια της Λέσβου και συνελήφθη ένας 55χρονος Έλληνας που θα δικαστεί σήμερα από το Αυτόφωρο.|https://www.protothema.gr/greece/article/999260/moria-nomize-oti-eklevan-ta-zoa-tou-kai-giauto-purovolise-tous-metanastes-me-tin-karabina/|1|{Εγκληματικότητα,Νησιά}|2|2020-04-23 23:00:00
158|«Εάν ο [παγετώνας] Thwaites διαλυθεί, οι επιστήμονες εκτιμούν ότι θα μπορούσε να αυξήσει τη στάθμη της θάλασσας κατά περισσότερο από ένα μέτρο - αρκετά για να βυθίσει τμήματα παράκτιων πόλεων παγκοσμίως, από το Τόκιο έως το Ντουμπάι και το Μαϊάμι, γράφει η Fast Company» |ethnos.gr Newsroom|2023-02-28 19:40:00|2023-04-02 06:56:00|Παγκόσμια ανησυχία για τον «παγετώνα της αποκάλυψης»: Εάν λιώσει θα φέρει την καταστροφή του πλανήτη|Ένα κομμάτι πάγου στο μέγεθος της Φλόριντα, που ονομάζεται παγετώνας Thwaites επιπλέει στο δυτικό τμήμα της Ανταρκτικής. Ένα δεύτερο όνομα που του δίνουν είναι ο «παγετώνας της ημέρας της κρίσης» επειδή αν λιώσει, θα μπορούσε να προκαλέσει καταστροφική άνοδο της στάθμης της θάλασσας.|https://www.ethnos.gr/technology/article/247893/pagkosmiaanhsyxiagiatonpagetonathsapokalypshseanlioseithafereithnkatastrofhtoyplanhth|1005|{Ανταρκτική}|2|2023-02-28 19:40:00
174|Εντός του 2023 ήρθαν παράνομα στην Ελλάδα περίπου 34 χιλιάδες'|Δημήτρης Καιρίδης, Υπουργός Μετανάστευσης και Ασύλου|2023-10-23 21:00:00|2023-10-29 22:53:00|Καιρίδης στα Παραπολιτικά 90,1: ''Εντός του 2023 ήρθαν παράνομα στην Ελλάδα περίπου 34 χιλιάδες'' - Πόσες αιτήσεις ασύλου έχουν γίνει δεκτές |""|https://www.parapolitika.gr/politiki/article/1313245/kairidis-sta-parapolitika-901-edos-tou-2023-irthan-paranoma-stin-ellada-peripou-34-hiliades-/|1|{}|3|2023-10-23 21:00:00
88|Μειώθηκαν κατά 79% οι ληστείες στον δήμο Νεάπολης-Συκέων στο πρώτο τρίμηνο φέτος|athina984|2021-04-02 23:00:00|2022-03-14 17:37:00|Θεσσαλονίκη: Μειώθηκαν κατά 79% οι ληστείες στον δήμο Νεάπολης-Συκέων στο πρώτο τρίμηνο φέτος|Σημαντική μείωση σε περιπτώσεις ληστειών, κλοπών και διαρρήξεων στον δήμο Νεάπολης Συκεών σε ποσοστό ως και 79%, διαπίστωσε στο διάστημα Ιανουαρίου-Μαρτίου η Γενική Αστυνομική Διεύθυνση Θεσσαλονίκης, έναντι του αντίστοιχου περσινού τριμήνου.|https://www.athina984.gr/2021/04/03/thessaloniki-meiothikan-kata-79-oi-listeies-ston-dimo-neapolis-sykeon-sto-proto-trimino-fetos/|2|{Διαρρήξεις,Ληστείες,Κλοπές}|3|2021-04-02 23:00:00
131|«Βασικός στόχος είναι η ασφάλεια για όλους τους Ελληνες πολίτες σε όλη τη χώρα και ιδιαίτερα στο λεκανοπέδιο της Αττικής όπου συγκεντρώνεται το 70% της εγκληματικότητας. Η αστυνομία πρέπει να είναι φιλική με τους πολίτες και τους νέους και σκληρή και αποτελεσματική απέναντι στο έγκλημα»|Παναγιώτης (Τάκης) Θεοδωρικάκος: Υπουργός Προστασίας του Πολίτη |2021-09-18 21:00:00|2022-06-19 18:55:00|Oι τρεις προτεραιότητες του υπουργού Προστασίας του Πολίτη|Ο κ. Π. Θεοδωρικάκος προειδοποίησε ότι πιθανότατα να έχουμε μπροστά μας τον κίνδυνο αύξησης της εγκληματικότητας, αφού η παρατεταμένη καραντίνα τα δύο προηγούμενα χρόνια, είχε συμβάλει στο να περιοριστούν ληστείες, διαρρήξεις.|https://www.imerisia.gr/politiki/22887_oi-treis-proteraiotites-toy-ypoyrgoy-prostasias-toy-politi|2|{ΕΛ.ΑΣ.}|2|2021-09-18 21:00:00
159|Τι προκάλεσε την κακοκαιρία «Μπάρμπαρα»; Συνδέεται με την κλιματική κρίση; Καθηγητής απαντά|""|2023-04-03 21:00:00|2023-04-04 10:27:00|Τι προκάλεσε την κακοκαιρία «Μπάρμπαρα»; Συνδέεται με την κλιματική κρίση; Καθηγητής απαντά|""|https://www.ethnos.gr/weather/article/246232/tiprokalesethnkakokairiamparmparasyndeetaimethnklimatikhkrishkathhghthsapanta||{}||2023-04-03 21:00:00
175|Κυριάκος Βελόπουλος: Η πράσινη ενέργεια δεν αποθηκεύεται |Κυριάκος Βελόπουλος, πρόεδρος Ελληνικής Λύσης |2023-05-09 21:00:00|2023-11-03 12:02:00|Εκλογές – debate: Κυριάκος Βελόπουλος για Περιβάλλον και Ενέργεια|""|https://www.ertnews.gr/eidiseis/ellada/politiki/ekloges-debate-kyriakos-velopoulos-gia-perivallon-kai-energeia/|1005|{}|1|2023-08-29 21:00:00
45|Επτά νέα κρούσματα COVID-19 - Εξ αυτών πέντε μετανάστες που έφτασαν μέσω κατεχομένων|euronews ΚΥΠΕ|2020-07-11 23:00:00|2022-06-04 15:31:00|Κύπρος: Επτά νέα κρούσματα Covid-19 Εξ αυτών πέντε μετανάστες που έφτασαν μέσω κατεχομένων|Επτά νέα κρούσματα του ιού SARS-Cov-2 ανακοίνωσαν την Κυριακή οι αρχές στην Κύπρο από σύνολο 1.176 εργαστηριακών διαγνώσεων. Ως εκ τούτου ο συνολικός αριθμός των κρουσμάτων ανήλθε στα 1.021.|https://gr.euronews.com/2020/07/12/cyprus-epta-nea-krousmata-covid-19|1|{Πανδημία}|3|2020-07-11 23:00:00
89|Τρεις κουκουλοφόροι αλλοδαποί είναι, σύμφωνα με τις πρώτες πληροφορίες, οι δράστες του φρικτού εγκλήματος κατά οικογένειας στα Γλυκά Νερά|Ελένη Ρίτσου|2021-05-10 23:00:00|2022-03-14 18:23:00|Δολοφονία στα Γλυκά Νερά: Αλλοδαποί οι βασανιστές δολοφόνοι|Τρεις κουκουλοφόροι αλλοδαποί είναι σύμφωνα με τις πρώτες πληροφορίες οι δράστες του φρικτού εγκλήματος κατά οικογένειας στα Γλυκά Νερά, σύμφωνα με τις πρώτες πληροφορίες. Τα αδίστακτα κτήνη εισέβαλαν στο σπίτι της οικογένειας αφού πρώτα σκότωσαν και κρέμασαν τον σκύλο. Σίγουρα είχαν πληροφορίες για την οικονομική κατάσταση της οικογένειας, διότι ο απάνθρωπος βασανισμούς της μητέρας μπροστά στο παιδί της, έδειχνε πως είχαν γνώση για μεγάλο χρηματικό ποσό που βρισκόταν στο σπίτι. Οι δράστες μιλούσαν σπαστά ελληνικά, φορούσαν κουκούλες και βασάνισαν μέχρι θανάτου την είκοσάχρονη μητέρα προκειμένου να αποκαλύψει που έκρυβε τα μετρητά. Ο σύζυγος της, πιλότος 32 ετών ήταν δεμένος σε μία καρέκλα και άκουγε το μαρτύριο της συζύγου του και μάνας του ενός έτους παιδιού του. Ο βασανισμός και η δολοφονία της γυναίκας έγινε μπροστά στο βρέφος της.|https://www.pireasnews.gr/dolofonia-sta-glyka-nera-allodapoi-oi-vasanistes-dolofonoi/|2|"{Ανθρωποκτονία,Δολοφονία,'"Ένοπλη Ληστεία'"}"|1|2021-05-10 23:00:00
75|Βρέθηκαν άδειες διαμονής αλλοδαπών στο σπίτι του Λιγνάδη|dikastikoreportaz.gr|2021-03-21 00:00:00|2022-05-23 17:46:00|Λιγνάδης: Τα πειστήρια που κατασχέθηκαν- Περούκες, παιδικά γράμματα, φωτογραφίες και άδειες διαμονής αλλοδαπών (φωτό)|Όπως προκύπτει από την έκθεση κατάσχεσης εντύπων και πειστηρίων, που απέστειλε η Αστυνομία στην 19η τακτική ανακρίτρια, η οποία χειρίζεται την υπόθεση, κατά τη διάρκεια της πολύωρης, δεύτερης, αυτοψίας στην πολυκατοικία του ηθοποιού βρέθηκαν 52 πειστήρια. Μερικά από αυτά παρουσιάζουν εξαιρετικό ενδιαφέρον, καθώς αποκαλύπτουν αλληλογραφία του Λιγνάδη με παιδιά, τον απαθανατίζουν αγκαλιά με μαθητές του Αρσάκειου και αποκαλύπτουν ότι -για άγνωστους λόγους- ο σκηνοθέτης διατηρούσε στο προσωπικό του αρχείο, μεταξύ άλλων, άδειες παραμονής ανήλικων αλλοδαπών, δελτία ταυτότητας σπουδαστών της Σχολής Καλών Τεχνών!|https://www.dikastikoreportaz.gr/lignadis-ta-peistiria-pou-kataschethikan-peroukes_-paidika-grammata_-fotografies-kai-adeies-diamonis-allodapon-foto/|1|"{Λιγνάδης,'"άδειες παραμονής'"}"|0|2021-03-21 00:00:00
133|'Υπερμεγέθεις τάξεις και υγειονομικά ανοχύρωτα σχολεία, δήθεν πρωτόκολλα και παραβιάσεις των οδηγιών του ΕΟΔΥ, υψηλά ποσοστά νόσησης του μαθητικού πληθυσμού και κλειστά σχολεία για διάστημα-ρεκόρ στην Ευρωπαϊκή Ένωση''. |Αχιλλέας Καραδημητρίου|2022-10-17 21:00:00|2022-10-18 18:13:00|Υπερμεγέθεις τάξεις και υγειονομικά |Υπερμεγέθεις τάξεις και υγειονομικά |https://uoa.webex.com/webappng/sites/uoa/dashboard/pmr/spapath|1006|{}|4|2022-10-17 21:00:00
160|Το κοινό έγκλημα, ληστείες, διαρρήξεις, έχουν περιοριστεί τα φαινόμενα αυτά|Κυριάκος Μητσοτάκης, πρωθυπουργός|2023-04-07 21:00:00|2023-04-08 18:48:00|"Συνέντευξη του Πρωθυπουργού Κυριάκου Μητσοτάκη στην εκπομπή '"Καλημέρα'" του ΣΚΑΙ στον δημοσιογράφο Γιώργο Αυτιά"|"'"Άμα δείτε τα στατιστικά στοιχεία, το κοινό έγκλημα, ληστείες, διαρρήξεις, έχουν περιοριστεί τα φαινόμενα αυτά. Τουλάχιστον αυτό μας δείχνουν τα επίσημα στατιστικά στοιχεία'""|https://primeminister.gr/2023/04/08/31624|2|{}|2|2023-04-07 21:00:00
176|Το παραμύθι της κλιματικής αλλαγής |Κυριάκος Βελόπουλος, πρόεδρος Ελληνική Λύση |2023-08-01 21:00:00|2023-10-02 10:33:00|Το παραμύθι της κλιματικής αλλαγής |""|https://twitter.com/velopky/status/1686637554831921152|1005|{}|1|2023-10-01 21:00:00
90|Σύλληψη 36χρονου στον Έβρο σχετίζεται με τα Γλυκά Νερά|Μανώλης Ασαριώτης|2021-05-16 23:00:00|2022-03-14 18:58:00|Πώς η σύλληψη 36χρονου στον Έβρο σχετίζεται με τα Γλυκά Νερά|Η βιαιότητα που επέδειξαν αποτελεί κοινό χαρακτηριστικό στον τρόπο δράσης. Όπως αναφέρουν αρμόδιες αστυνομικές πηγές τα δύο περιστατικά, Πικερμίου και Γλυκών Νερών, έχουν κάποια κοινά χαρακτηριστικά στον τρόπο δράσης, με τη βιαιότητα που επέδειξαν οι δράστες, όμως, να είναι το πιο σημαντικό.|https://www.huffingtonpost.gr/entry/pos-e-sellepse-36chronoe-ston-evro-schetizetai-me-ta-yleka-nera_gr_60a23af7e4b0909248058290|2|{Ανθρωποκτονία,ΕΛ.ΑΣ.}|2|2021-05-16 23:00:00
55|Αφγανοί βιαστές η πλειοψηφία των δήθεν προσφύγων στη Μόρια|kourdistoportokali|2020-09-16 23:00:00|2022-06-13 18:55:00|Αφγανοί βιαστές η πλειοψηφία των δήθεν προσφύγων στη Μόρια|"'"Η αντικατάσταση πληθυσμού συμβαίνει σε καιρό ειρήνης, χωρίς καμία χρήση βίας'"."|https://www.triklopodia.gr/%CE%B1%CF%86%CE%B3%CE%B1%CE%BD%CE%BF%CE%AF-%CE%B2%CE%B9%CE%B1%CF%83%CF%84%CE%AD%CF%82-%CE%B7-%CF%80%CE%BB%CE%B5%CE%B9%CE%BF%CF%88%CE%B7%CF%86%CE%AF%CE%B1-%CF%84%CF%89%CE%BD-%CE%B4%CE%AE%CE%B8%CE%B5/|1|{ΚΥΤ}|1|2020-09-16 23:00:00
81|«Αναφέρθηκε [ο κ. Μηταράκης] σε ολίγιστους και ολίγους, ότι καμία δεκαριά άτομα αντιδρούν στη δομή [στο Θόλος], το οποίο το θεωρώ εξαιρετικά προσβλητικό'.|Ανδρέας Μιχαηλίδης, Βουλευτής Χίου του ΣΥΡΙΖΑ|2021-04-18 23:00:00|2022-05-25 11:38:00|«Ο κ. Μηταράκης θα μείνει με τα χαρτιά στο χέρι»|«Αναφέρθηκε [ο κ. Μηταράκης] σε ολίγιστους και ολίγους, ότι καμία δεκαριά άτομα αντιδρούν στη δομή [στο Θόλος], το οποίο το θεωρώ εξαιρετικά προσβλητικό. Διότι εάν θεωρεί τη συντριπτική πλειοψηφία του Χιώτικου λαού ή αν θεωρεί ότι οι ομόφωνες αποφάσεις των δημοτικών συμβουλίων, οι επανειλημμένες, όπως και του Περιφερειακού Συμβουλίου Βορείου Αιγαίου είναι οι ολίγοι οι οποίοι αντιδρούν, με συγχωρείτε αλλά τότε έχει διακόψει τη σχέση του με τη λογική ο κ. Μηταράκης. Εάν λέει [ο κ. Μηταράκης] ότι το θέμα των ΜΑΤ δεν αφορά τον ίδιο αλλά τον Υπουργό Προστασίας του Πολίτη, φαίνεται ότι απαρνείται και την ιδιότητά του ως βουλευτής Χίου».|https://www.youtube.com/watch?v=tpJQgaSz9XM|1|"{Χίος,'"Δομή Μεταναστών'",'"Νότης Μηταράκης'"}"|2|2021-04-18 23:00:00
177|Για κακοκαιρία Daniel: «Πρέπει να περιμένουμε κάτι τέτοιο ξανά σε 18.000 χρόνια»|Καθηγητής Δημήτρης Εμμανουηλίδης  |2023-09-09 21:00:00|2023-11-10 12:09:00|Κακοκαιρία Daniel: «Πρέπει να περιμένουμε κάτι τέτοιο ξανά σε 16.000 χρόνια»|Ο καθηγητής Δ. Εμμανουηλίδης δήλωσε στην ΕΡΤ3 οτι φαινόμενα τυπου Daniel εχουν συχνότητα κάθε 16.000 χρόνια |https://www.in.gr/2023/09/10/greece/kakokairia-daniel-prepei-na-perimenoume-kati-tetoio-ksana-18-000/|1005|{}|1|2023-09-14 21:00:00
161|"'"Δεν κρύψαμε τίποτα'" (Θεοκλής Ζαούτης, πρόεδρος ΕΟΔΥ, για τους τρεις θανάτους παιδιών από στρεπτόκοκκο)"|Θεοκλής Ζαούτης (πρόεδρος ΕΟΔΥ)|2023-04-03 21:00:00|2023-04-25 10:54:00|Θεοκλής Ζαούτης στους Νίκο Παναγιωτόπουλο και Ντίνα Μόσχου 04-04-23 (989 Alpha Radio)|""|https://soundcloud.com/user-665020045/zaoutis-panagiotopoulos-mosxo|1006|{}|1|2023-04-03 21:00:00
66|Άγριο πλιάτσικο σε καταστήματα της Σάμου από μετανάστες μετά τον εφιαλτικό σεισμό|Espressonews|2020-11-04 00:00:00|2022-05-15 06:16:00|Άγριο πλιάτσικο σε καταστήματα της Σάμου από μετανάστες μετά τον εφιαλτικό σεισμό|Την ώρα που οι κάτοικοι της σεισμόπληκτης Σάμου προσπαθούσαν να συνέλθουν από το καταστροφικό χτύπημα του Εγκέλαδου, οργανωμένες ομάδες μεταναστών από το Κέντρο Υποδοχής και Ταυτοποίησης στο Βαθύ επιδίδονταν σε ένα άνευ προηγουμένου πλιάτσικο, αρπάζοντας ό,τι έβρισκαν μέσα από τα καταστήματα που είχαν εκκενωθεί!|https://www.espressonews.gr/reportaz/264533/agrio-pliatsiko-se-katastimata-tis-samoy-apo-metanastes/|1|{Παραβατικότητα}|1|2020-11-04 00:00:00
